DateOfMeet,MeetName,Location
29-Oct,NCHSAA 4A West Regional Entries Closed,"Charlotte, NC"
29-Oct,Rams Scare Run Entries Closed,"Rolesville, NC"
3-Nov,NCCSA State Championships,"Pleasant Garden, NC"
5-Nov,NCHSAA State Championship,"Kernersville, NC"
19-Nov,CANCELLED - Rocket Fueled Tune Up,"Asheville, NC"
19-Nov,Hoka One One Postal Nationals - Dash for Doobie Tune-Up,"Winston-Salem, NC"
20-Nov,NC USATF Association Championship,"Pleasant Garden, NC"
26-Nov,Foot Locker South Regional,"Charlotte, NC"
26-Nov,Nike Cross Nationals Southeast Regional,"Cary, NC"
,,
,,
,,
